,trade_date,rank_ic
0,2024-01-29,0.6
1,2024-01-30,-0.3
2,2024-01-31,0.7999999999999999
3,2024-02-01,0.0
4,2024-02-02,0.7
5,2024-02-05,-0.7999999999999999
6,2024-02-06,-0.39999999999999997
7,2024-02-07,-0.6
8,2024-02-08,-0.6
9,2024-02-09,-0.39999999999999997
10,2024-02-12,-0.6
11,2024-02-13,0.7
12,2024-02-14,0.39999999999999997
13,2024-02-15,0.0
14,2024-02-16,-0.6
15,2024-02-19,-0.6
16,2024-02-20,-0.7999999999999999
17,2024-02-21,-0.09999999999999999
18,2024-02-22,0.09999999999999999
19,2024-02-23,0.6
20,2024-02-26,0.0
21,2024-02-27,-0.49999999999999994
22,2024-02-28,-0.39999999999999997
23,2024-02-29,0.7999999999999999
24,2024-03-01,-0.6
25,2024-03-04,-0.6
26,2024-03-05,0.19999999999999998
27,2024-03-06,-0.49999999999999994
28,2024-03-07,0.3
29,2024-03-08,0.19999999999999998
30,2024-03-11,0.39999999999999997
31,2024-03-12,-0.49999999999999994
32,2024-03-13,0.39999999999999997
33,2024-03-14,0.7
34,2024-03-15,0.0
35,2024-03-18,0.49999999999999994
36,2024-03-19,0.3
37,2024-03-20,0.3
38,2024-03-21,-0.7
39,2024-03-22,-0.7999999999999999
40,2024-03-25,-0.49999999999999994
41,2024-03-26,-0.8999999999999998
42,2024-03-27,0.09999999999999999
43,2024-03-28,-0.8999999999999998
44,2024-03-29,0.49999999999999994
45,2024-04-01,-0.6
46,2024-04-02,-0.39999999999999997
47,2024-04-03,-0.7
48,2024-04-04,0.6
49,2024-04-05,-0.09999999999999999
50,2024-04-08,0.7999999999999999
51,2024-04-09,0.3
52,2024-04-10,0.49999999999999994
53,2024-04-11,0.7
54,2024-04-12,-0.7
55,2024-04-15,0.49999999999999994
56,2024-04-16,-0.09999999999999999
57,2024-04-17,0.49999999999999994
58,2024-04-18,-0.7
59,2024-04-19,-0.3
60,2024-04-22,0.3
61,2024-04-23,0.19999999999999998
62,2024-04-24,-0.7
63,2024-04-25,0.3
64,2024-04-26,-0.49999999999999994
65,2024-04-29,-0.3
66,2024-04-30,0.0
67,2024-05-01,0.0
68,2024-05-02,-0.49999999999999994
69,2024-05-03,0.3
70,2024-05-06,0.19999999999999998
71,2024-05-07,-0.7
72,2024-05-08,0.19999999999999998
73,2024-05-09,0.0
74,2024-05-10,-0.19999999999999998
75,2024-05-13,0.8999999999999998
76,2024-05-14,0.0
77,2024-05-15,-0.19999999999999998
78,2024-05-16,0.6
79,2024-05-17,-0.6
80,2024-05-20,0.8999999999999998
81,2024-05-21,0.39999999999999997
82,2024-05-22,-0.3
83,2024-05-23,0.0
84,2024-05-24,-0.49999999999999994
85,2024-05-27,0.3
86,2024-05-28,-0.19999999999999998
87,2024-05-29,0.3
88,2024-05-30,0.3
89,2024-05-31,0.8999999999999998
90,2024-06-03,-0.6
91,2024-06-04,0.8999999999999998
92,2024-06-05,0.7
93,2024-06-06,0.49999999999999994
94,2024-06-07,0.6
95,2024-06-10,0.3
96,2024-06-11,0.09999999999999999
97,2024-06-12,-0.09999999999999999
98,2024-06-13,-0.3
99,2024-06-14,0.49999999999999994
100,2024-06-17,-0.09999999999999999
101,2024-06-18,0.19999999999999998
102,2024-06-19,-0.19999999999999998
103,2024-06-20,-0.09999999999999999
104,2024-06-21,-0.49999999999999994
105,2024-06-24,0.3
106,2024-06-25,0.3
107,2024-06-26,0.09999999999999999
108,2024-06-27,-0.49999999999999994
109,2024-06-28,-0.3
110,2024-07-01,0.09999999999999999
111,2024-07-02,-0.09999999999999999
112,2024-07-03,0.39999999999999997
113,2024-07-04,-0.09999999999999999
114,2024-07-05,0.19999999999999998
115,2024-07-08,0.8999999999999998
116,2024-07-09,0.0
117,2024-07-10,-0.3
118,2024-07-11,0.0
119,2024-07-12,0.49999999999999994
120,2024-07-15,-0.09999999999999999
121,2024-07-16,0.09999999999999999
122,2024-07-17,0.3
123,2024-07-18,-0.09999999999999999
124,2024-07-19,-0.49999999999999994
125,2024-07-22,-0.49999999999999994
126,2024-07-23,-0.8999999999999998
127,2024-07-24,0.49999999999999994
128,2024-07-25,-0.3
129,2024-07-26,-0.7
130,2024-07-29,0.7
131,2024-07-30,0.19999999999999998
132,2024-07-31,0.49999999999999994
133,2024-08-01,0.3
134,2024-08-02,0.0
135,2024-08-05,-0.49999999999999994
136,2024-08-06,-0.6
137,2024-08-07,-0.09999999999999999
138,2024-08-08,0.6
139,2024-08-09,0.0
140,2024-08-12,0.7
141,2024-08-13,0.7999999999999999
142,2024-08-14,-0.09999999999999999
143,2024-08-15,-0.3
144,2024-08-16,-0.6
145,2024-08-19,0.6
146,2024-08-20,0.7
147,2024-08-21,-0.3
148,2024-08-22,0.6
149,2024-08-23,0.7
150,2024-08-26,0.3
151,2024-08-27,0.3
152,2024-08-28,-0.09999999999999999
153,2024-08-29,-0.6
154,2024-08-30,0.09999999999999999
155,2024-09-02,-0.09999999999999999
156,2024-09-03,-0.6
157,2024-09-04,0.7
158,2024-09-05,0.19999999999999998
159,2024-09-06,0.6
160,2024-09-09,-0.19999999999999998
161,2024-09-10,0.7999999999999999
162,2024-09-11,-0.6
163,2024-09-12,0.6
164,2024-09-13,-0.19999999999999998
165,2024-09-16,0.39999999999999997
166,2024-09-17,0.3
167,2024-09-18,-0.7
168,2024-09-19,-0.19999999999999998
169,2024-09-20,-0.7999999999999999
170,2024-09-23,-0.6
171,2024-09-24,0.19999999999999998
172,2024-09-25,0.7
173,2024-09-26,-0.49999999999999994
174,2024-09-27,-0.09999999999999999
175,2024-09-30,-0.09999999999999999
176,2024-10-01,0.39999999999999997
177,2024-10-02,0.3
178,2024-10-03,0.8999999999999998
179,2024-10-04,0.6
180,2024-10-07,0.09999999999999999
181,2024-10-08,0.0
182,2024-10-09,-0.7
183,2024-10-10,-0.3
184,2024-10-11,-0.7
185,2024-10-14,0.3
186,2024-10-15,-0.09999999999999999
187,2024-10-16,0.19999999999999998
188,2024-10-17,0.7
189,2024-10-18,-0.49999999999999994
190,2024-10-21,-0.7999999999999999
191,2024-10-22,0.19999999999999998
192,2024-10-23,0.0
193,2024-10-24,0.49999999999999994
194,2024-10-25,0.19999999999999998
195,2024-10-28,0.3
196,2024-10-29,0.0
197,2024-10-30,0.09999999999999999
198,2024-10-31,0.09999999999999999
199,2024-11-01,0.8999999999999998
200,2024-11-04,0.09999999999999999
201,2024-11-05,-0.3
202,2024-11-06,-0.49999999999999994
203,2024-11-07,-0.7
204,2024-11-08,0.7
205,2024-11-11,0.3
206,2024-11-12,0.49999999999999994
207,2024-11-13,0.49999999999999994
208,2024-11-14,0.09999999999999999
209,2024-11-15,0.19999999999999998
210,2024-11-18,0.3
211,2024-11-19,-0.09999999999999999
212,2024-11-20,-0.19999999999999998
213,2024-11-21,0.09999999999999999
214,2024-11-22,0.3
215,2024-11-25,0.09999999999999999
216,2024-11-26,0.3
217,2024-11-27,-0.6
218,2024-11-28,-0.6
219,2024-11-29,0.09999999999999999
220,2024-12-02,-0.3
221,2024-12-03,0.49999999999999994
222,2024-12-04,-0.3
223,2024-12-05,-0.7
224,2024-12-06,-0.3
225,2024-12-09,-0.7
226,2024-12-10,0.19999999999999998
227,2024-12-11,0.09999999999999999
228,2024-12-12,0.19999999999999998
229,2024-12-13,0.6
230,2024-12-16,-0.7
231,2024-12-17,-0.8999999999999998
232,2024-12-18,-0.09999999999999999
233,2024-12-19,-0.3
234,2024-12-20,-0.49999999999999994
235,2024-12-23,0.0
236,2024-12-24,0.3
237,2024-12-25,0.0
238,2024-12-26,-0.6
239,2024-12-27,-0.9999999999999999
240,2024-12-30,-0.19999999999999998
241,2024-12-31,0.09999999999999999
242,2025-01-01,-0.7
243,2025-01-02,-0.6
244,2025-01-03,0.3
245,2025-01-06,0.09999999999999999
246,2025-01-07,0.3
247,2025-01-08,0.49999999999999994
248,2025-01-09,0.09999999999999999
249,2025-01-10,-0.49999999999999994
250,2025-01-13,0.09999999999999999
251,2025-01-14,-0.19999999999999998
252,2025-01-15,0.3
253,2025-01-16,-0.3
254,2025-01-17,0.49999999999999994
255,2025-01-20,0.19999999999999998
256,2025-01-21,0.49999999999999994
257,2025-01-22,-0.3
258,2025-01-23,-0.19999999999999998
259,2025-01-24,0.3
260,2025-01-27,0.7
261,2025-01-28,-0.3
262,2025-01-29,-0.09999999999999999
263,2025-01-30,-0.6
264,2025-01-31,0.6
265,2025-02-03,0.39999999999999997
266,2025-02-04,0.3
267,2025-02-05,0.3
268,2025-02-06,-0.39999999999999997
269,2025-02-07,-0.09999999999999999
270,2025-02-10,0.0
271,2025-02-11,-0.39999999999999997
272,2025-02-12,-0.3
273,2025-02-13,-0.7
274,2025-02-14,0.3
275,2025-02-17,0.09999999999999999
276,2025-02-18,0.19999999999999998
277,2025-02-19,0.7
278,2025-02-20,0.6
279,2025-02-21,-0.3
280,2025-02-24,-0.19999999999999998
281,2025-02-25,0.7
282,2025-02-26,0.39999999999999997
283,2025-02-27,-0.09999999999999999
284,2025-02-28,0.09999999999999999
285,2025-03-03,0.19999999999999998
286,2025-03-04,-0.6
287,2025-03-05,-0.6
288,2025-03-06,-0.6
289,2025-03-07,0.6
290,2025-03-10,-0.3
291,2025-03-11,0.6
292,2025-03-12,-0.19999999999999998
293,2025-03-13,0.8999999999999998
294,2025-03-14,-0.49999999999999994
295,2025-03-17,-0.39999999999999997
296,2025-03-18,-0.3
297,2025-03-19,0.7
298,2025-03-20,0.7
299,2025-03-21,0.3
300,2025-03-24,0.6
301,2025-03-25,-0.3
302,2025-03-26,-0.6
303,2025-03-27,-0.6
304,2025-03-28,0.39999999999999997
305,2025-03-31,-0.3
306,2025-04-01,-0.19999999999999998
307,2025-04-02,-0.3
308,2025-04-03,-0.7
309,2025-04-04,0.39999999999999997
310,2025-04-07,0.49999999999999994
311,2025-04-08,-0.7
312,2025-04-09,0.8999999999999998
313,2025-04-10,0.7
314,2025-04-11,0.09999999999999999
315,2025-04-14,-0.3
316,2025-04-15,0.7999999999999999
317,2025-04-16,-0.09999999999999999
318,2025-04-17,0.6
319,2025-04-18,-0.09999999999999999
320,2025-04-21,0.09999999999999999
321,2025-04-22,-0.09999999999999999
322,2025-04-23,-0.09999999999999999
323,2025-04-24,-0.49999999999999994
324,2025-04-25,-0.49999999999999994
325,2025-04-28,-0.3
326,2025-04-29,0.8999999999999998
327,2025-04-30,0.7
328,2025-05-01,-0.8999999999999998
329,2025-05-02,0.0
330,2025-05-05,-0.49999999999999994
331,2025-05-06,0.7
332,2025-05-07,-0.09999999999999999
333,2025-05-08,-0.7999999999999999
334,2025-05-09,0.0
335,2025-05-12,-0.6
336,2025-05-13,-0.39999999999999997
337,2025-05-14,0.09999999999999999
338,2025-05-15,0.3
339,2025-05-16,-0.09999999999999999
340,2025-05-19,-0.3
341,2025-05-20,0.39999999999999997
342,2025-05-21,0.39999999999999997
343,2025-05-22,-0.09999999999999999
344,2025-05-23,-0.8999999999999998
345,2025-05-26,-0.8999999999999998
346,2025-05-27,-0.3
347,2025-05-28,-0.6
348,2025-05-29,0.49999999999999994
349,2025-05-30,-0.09999999999999999
350,2025-06-02,-0.09999999999999999
351,2025-06-03,0.0
352,2025-06-04,-0.3
353,2025-06-05,-0.6
354,2025-06-06,-0.6
355,2025-06-09,0.0
356,2025-06-10,0.19999999999999998
357,2025-06-11,0.3
358,2025-06-12,-0.7
359,2025-06-13,-0.09999999999999999
360,2025-06-16,-0.09999999999999999
361,2025-06-17,0.6
362,2025-06-18,-0.9999999999999999
363,2025-06-19,0.8999999999999998
364,2025-06-20,-0.7999999999999999
365,2025-06-23,0.3
366,2025-06-24,0.0
367,2025-06-25,-0.09999999999999999
368,2025-06-26,0.3
369,2025-06-27,0.7999999999999999
370,2025-06-30,-0.3
371,2025-07-01,-0.6
372,2025-07-02,-0.09999999999999999
373,2025-07-03,0.6
374,2025-07-04,0.3
375,2025-07-07,-0.3
376,2025-07-08,-0.09999999999999999
377,2025-07-09,-0.49999999999999994
378,2025-07-10,0.6
379,2025-07-11,-0.09999999999999999
380,2025-07-14,0.3
381,2025-07-15,-0.49999999999999994
382,2025-07-16,-0.19999999999999998
383,2025-07-17,-0.6
384,2025-07-18,-0.8999999999999998
385,2025-07-21,-0.39999999999999997
386,2025-07-22,-0.6
387,2025-07-23,-0.6
388,2025-07-24,-0.6
389,2025-07-25,0.8999999999999998
390,2025-07-28,0.7
391,2025-07-29,-0.39999999999999997
392,2025-07-30,-0.8999999999999998
393,2025-07-31,-0.7
394,2025-08-01,-0.39999999999999997
395,2025-08-04,-0.6
396,2025-08-05,0.8999999999999998
397,2025-08-06,0.7
398,2025-08-07,-0.6
399,2025-08-08,0.09999999999999999
400,2025-08-11,0.7
401,2025-08-12,0.39999999999999997
402,2025-08-13,-0.19999999999999998
403,2025-08-14,-0.49999999999999994
404,2025-08-15,0.19999999999999998
405,2025-08-18,-0.3
406,2025-08-19,-0.6
407,2025-08-20,-0.8999999999999998
408,2025-08-21,0.7999999999999999
409,2025-08-22,-0.09999999999999999
410,2025-08-25,-0.3
411,2025-08-26,0.39999999999999997
412,2025-08-27,-0.49999999999999994
413,2025-08-28,0.7
414,2025-08-29,-0.49999999999999994
415,2025-09-01,0.09999999999999999
416,2025-09-02,-0.09999999999999999
417,2025-09-03,-0.3
418,2025-09-04,0.39999999999999997
419,2025-09-05,-0.6
420,2025-09-08,-0.8999999999999998
421,2025-09-09,0.49999999999999994
422,2025-09-10,0.8999999999999998
423,2025-09-11,-0.6
424,2025-09-12,0.8999999999999998
425,2025-09-15,0.7
426,2025-09-16,-0.09999999999999999
427,2025-09-17,-0.6
428,2025-09-18,-0.19999999999999998
429,2025-09-19,-0.6
430,2025-09-22,0.0
431,2025-09-23,-0.39999999999999997
432,2025-09-24,0.09999999999999999
433,2025-09-25,-0.39999999999999997
434,2025-09-26,0.6
435,2025-09-29,0.8999999999999998
436,2025-09-30,-0.3
437,2025-10-01,-0.09999999999999999
438,2025-10-02,0.7999999999999999
439,2025-10-03,-0.49999999999999994
440,2025-10-06,-0.09999999999999999
441,2025-10-07,0.8999999999999998
442,2025-10-08,0.19999999999999998
443,2025-10-09,0.6
444,2025-10-10,-0.49999999999999994
445,2025-10-13,0.0
446,2025-10-14,0.3
447,2025-10-15,0.19999999999999998
448,2025-10-16,-0.7
449,2025-10-17,-0.6
450,2025-10-20,-0.39999999999999997
451,2025-10-21,0.49999999999999994
452,2025-10-22,-0.7
453,2025-10-23,-0.7
454,2025-10-24,0.0
455,2025-10-27,0.09999999999999999
456,2025-10-28,-0.3
457,2025-10-29,-0.6
458,2025-10-30,0.19999999999999998
459,2025-10-31,0.3
460,2025-11-03,-0.19999999999999998
461,2025-11-04,0.09999999999999999
462,2025-11-05,-0.3
463,2025-11-06,0.7
464,2025-11-07,-0.09999999999999999
465,2025-11-10,0.7
466,2025-11-11,0.0
467,2025-11-12,0.0
468,2025-11-13,0.09999999999999999
469,2025-11-14,-0.39999999999999997
470,2025-11-17,0.0
471,2025-11-18,0.6
472,2025-11-19,-0.09999999999999999
473,2025-11-20,-0.9999999999999999
474,2025-11-21,-0.09999999999999999
475,2025-11-24,0.19999999999999998
476,2025-11-25,0.8999999999999998
477,2025-11-26,-0.9999999999999999
478,2025-11-27,0.09999999999999999
479,2025-11-28,-0.6
480,2025-12-01,-0.3
481,2025-12-02,-0.09999999999999999
482,2025-12-03,0.19999999999999998
483,2025-12-04,-0.09999999999999999
484,2025-12-05,-0.3
485,2025-12-08,-0.7999999999999999
486,2025-12-09,-0.3
487,2025-12-10,0.3
488,2025-12-11,-0.19999999999999998
489,2025-12-12,0.3
490,2025-12-15,-0.8999999999999998
491,2025-12-16,-0.3
492,2025-12-17,0.6
493,2025-12-18,-0.09999999999999999
494,2025-12-19,-0.7999999999999999
495,2025-12-22,-0.6
496,2025-12-23,-0.7999999999999999
497,2025-12-24,0.8999999999999998
498,2025-12-25,0.09999999999999999
499,2025-12-26,-0.49999999999999994
500,2025-12-29,0.3
501,2025-12-30,0.8999999999999998
